[admin.py:29] - 2024-02-26 14:08:34,794 - INFO - isUserAdmin - CheckTokenMembership returned: False
[PngImagePlugin.py:191] - 2024-07-08 20:32:44,366 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:191] - 2024-07-08 20:32:44,366 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:191] - 2024-07-08 20:32:44,366 - DEBUG - STREAM b'IDAT' 91 1063
[builder.pyw:420] - 2024-07-08 20:33:18,856 - INFO - Retrieved filename: LunaSetUp
[builder.pyw:386] - 2024-07-08 20:33:18,856 - INFO - Changed filetype: .py
[builder.pyw:440] - 2024-07-08 20:33:18,856 - INFO - Successfully changed config
[builder.pyw:522] - 2024-07-08 20:33:19,029 - INFO - Successfully obfuscated file: LunaSetUp.py
[admin.py:92] - 2024-07-08 20:33:20,502 - INFO - Process handle <PyHANDLE:1564> returned code 0
[admin.py:29] - 2024-07-08 20:33:49,343 - INFO - isUserAdmin - CheckTokenMembership returned: False
[builder.pyw:559] - 2024-07-08 20:33:49,343 - ERROR - File must be run with admin privileges
[admin.py:70] - 2024-07-08 20:33:49,358 - DEBUG - Defaulting to runAsAdmin command line: ['C:\\Users\\moket\\AppData\\Local\\Programs\\Python\\Python312\\pythonw.exe', 'C:\\Users\\moket\\Desktop\\Luna-Grabber-main\\builder.pyw']
[admin.py:80] - 2024-07-08 20:33:49,358 - INFO - Running command 'C:\\Users\\moket\\AppData\\Local\\Programs\\Python\\Python312\\pythonw.exe' - 'C:\\Users\\moket\\Desktop\\Luna-Grabber-main\\builder.pyw'
[admin.py:29] - 2024-07-08 20:33:50,501 - INFO - isUserAdmin - CheckTokenMembership returned: True
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'IDAT' 54 8192
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'IDAT' 54 8192
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'IDAT' 54 8192
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'IDAT' 91 766
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'IDAT' 91 601
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:191] - 2024-07-08 20:33:50,583 - DEBUG - STREAM b'IDAT' 91 1063
[builder.pyw:420] - 2024-07-08 20:34:04,609 - INFO - Retrieved filename: LunaSetup
[builder.pyw:389] - 2024-07-08 20:34:04,609 - INFO - Changed filetype: pyinstaller
[builder.pyw:389] - 2024-07-08 20:34:04,609 - INFO - Changed filetype: pyinstaller
[builder.pyw:440] - 2024-07-08 20:34:04,609 - INFO - Successfully changed config
[builder.pyw:522] - 2024-07-08 20:34:04,775 - INFO - Successfully obfuscated file: LunaSetup.py
[builder.pyw:486] - 2024-07-08 20:34:07,201 - INFO - Successfully compiled LunaSetup.exe with pyinstaller
[builder.pyw:507] - 2024-07-08 20:34:07,563 - INFO - Successfully removed file: ./LunaSetup.py
[builder.pyw:507] - 2024-07-08 20:34:07,563 - INFO - Successfully removed file: ./tools/upx.exe
[builder.pyw:420] - 2024-07-08 20:34:34,685 - INFO - Retrieved filename: LunaSetup
[builder.pyw:386] - 2024-07-08 20:34:34,685 - INFO - Changed filetype: .py
[builder.pyw:440] - 2024-07-08 20:34:34,685 - INFO - Successfully changed config
[builder.pyw:522] - 2024-07-08 20:34:34,837 - INFO - Successfully obfuscated file: LunaSetup.py
[connectionpool.py:1055] - 2024-07-08 20:34:47,638 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:549] - 2024-07-08 20:34:48,137 - DEBUG - https://discord.com:443 "GET /api/webhooks/1211832216968233040/JWO8rcyL8pU8hgVshraibC38-5HhwzKltJZnAxD6wh698gW0TBWokmqUJ5WHpzZ70aTS HTTP/1.1" 200 None
[builder.pyw:420] - 2024-07-08 20:34:50,646 - INFO - Retrieved filename: LunaSetup
[builder.pyw:389] - 2024-07-08 20:34:50,646 - INFO - Changed filetype: pyinstaller
[builder.pyw:389] - 2024-07-08 20:34:50,646 - INFO - Changed filetype: pyinstaller
[builder.pyw:440] - 2024-07-08 20:34:50,646 - INFO - Successfully changed config
[builder.pyw:522] - 2024-07-08 20:34:50,790 - INFO - Successfully obfuscated file: LunaSetup.py
[builder.pyw:486] - 2024-07-08 20:34:52,815 - INFO - Successfully compiled LunaSetup.exe with pyinstaller
[builder.pyw:507] - 2024-07-08 20:34:53,602 - INFO - Successfully removed file: ./LunaSetup.py
[builder.pyw:507] - 2024-07-08 20:34:53,602 - INFO - Successfully removed file: ./tools/upx.exe
[builder.pyw:420] - 2024-07-08 20:34:58,300 - INFO - Retrieved filename: LunaSetup
[builder.pyw:389] - 2024-07-08 20:34:58,300 - INFO - Changed filetype: pyinstaller
[builder.pyw:389] - 2024-07-08 20:34:58,300 - INFO - Changed filetype: pyinstaller
[builder.pyw:440] - 2024-07-08 20:34:58,300 - INFO - Successfully changed config
[builder.pyw:522] - 2024-07-08 20:34:58,445 - INFO - Successfully obfuscated file: LunaSetup.py
[builder.pyw:486] - 2024-07-08 20:35:00,271 - INFO - Successfully compiled LunaSetup.exe with pyinstaller
[builder.pyw:507] - 2024-07-08 20:35:00,345 - INFO - Successfully removed file: ./LunaSetup.py
[builder.pyw:507] - 2024-07-08 20:35:00,347 - INFO - Successfully removed file: ./tools/upx.exe
[builder.pyw:420] - 2024-07-08 20:35:20,643 - INFO - Retrieved filename: LunaSetup
[builder.pyw:386] - 2024-07-08 20:35:20,643 - INFO - Changed filetype: .py
[builder.pyw:440] - 2024-07-08 20:35:20,657 - INFO - Successfully changed config
[builder.pyw:522] - 2024-07-08 20:35:20,812 - INFO - Successfully obfuscated file: LunaSetup.py
[admin.py:29] - 2024-07-08 20:43:29,171 - INFO - isUserAdmin - CheckTokenMembership returned: False
[builder.pyw:559] - 2024-07-08 20:43:29,171 - ERROR - File must be run with admin privileges
[admin.py:70] - 2024-07-08 20:43:29,187 - DEBUG - Defaulting to runAsAdmin command line: ['C:\\Users\\moket\\AppData\\Local\\Programs\\Python\\Python312\\pythonw.exe', 'C:\\Users\\moket\\Desktop\\Luna-Grabber-main\\builder.pyw']
[admin.py:80] - 2024-07-08 20:43:29,187 - INFO - Running command 'C:\\Users\\moket\\AppData\\Local\\Programs\\Python\\Python312\\pythonw.exe' - 'C:\\Users\\moket\\Desktop\\Luna-Grabber-main\\builder.pyw'
[admin.py:29] - 2024-07-08 20:43:30,317 - INFO - isUserAdmin - CheckTokenMembership returned: True
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,397 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'IDAT' 54 8192
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'IDAT' 54 8192
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'IDAT' 54 8192
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'IDAT' 91 766
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'IDAT' 91 601
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:191] - 2024-07-08 20:43:30,412 - DEBUG - STREAM b'IDAT' 91 1063
[builder.pyw:420] - 2024-07-08 20:44:14,780 - INFO - Retrieved filename: Setup
[builder.pyw:389] - 2024-07-08 20:44:14,780 - INFO - Changed filetype: File Options
[builder.pyw:389] - 2024-07-08 20:44:14,780 - INFO - Changed filetype: File Options
[builder.pyw:420] - 2024-07-08 20:44:19,116 - INFO - Retrieved filename: Setup
[builder.pyw:386] - 2024-07-08 20:44:19,116 - INFO - Changed filetype: .py
[builder.pyw:440] - 2024-07-08 20:44:19,116 - INFO - Successfully changed config
[admin.py:92] - 2024-07-08 20:44:45,446 - INFO - Process handle <PyHANDLE:1580> returned code 0
[connectionpool.py:1055] - 2024-07-08 20:44:47,521 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:549] - 2024-07-08 20:44:48,038 - DEBUG - https://discord.com:443 "GET /api/webhooks/1259926052524785696/PqRdwyi0egUrFuEOwQ0sMCoHOXNYRRbV7TCHNUnlExkRguOBDYr1ohmKGYgO_LGpdVbk%0A HTTP/1.1" 401 51
[builder.pyw:282] - 2024-07-08 20:44:48,038 - ERROR - Webhook not valid. Status code: 401. Webhook: https://discord.com/api/webhooks/1259926052524785696/PqRdwyi0egUrFuEOwQ0sMCoHOXNYRRbV7TCHNUnlExkRguOBDYr1ohmKGYgO_LGpdVbk

[connectionpool.py:1055] - 2024-07-08 20:44:56,014 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:549] - 2024-07-08 20:44:56,499 - DEBUG - https://discord.com:443 "GET /api/webhooks/1259926052524785696/PqRdwyi0egUrFuEOwQ0sMCoHOXNYRRbV7TCHNUnlExkRguOBDYr1ohmKGYgO_LGpdVbk HTTP/1.1" 200 None
[builder.pyw:420] - 2024-07-08 20:45:05,768 - INFO - Retrieved filename: Setup
[builder.pyw:386] - 2024-07-08 20:45:05,768 - INFO - Changed filetype: .py
[builder.pyw:440] - 2024-07-08 20:45:05,768 - INFO - Successfully changed config
[builder.pyw:420] - 2024-07-08 20:46:22,684 - INFO - Retrieved filename: Setup
[builder.pyw:386] - 2024-07-08 20:46:22,684 - INFO - Changed filetype: .py
[builder.pyw:440] - 2024-07-08 20:46:22,684 - INFO - Successfully changed config
